id,MovieName,Genre,Directors,Stars,Overviews,Watch_time,Year_of_Release,Meta_Score,Votes,Gross_Collection(M$)
203,Mean Streets,"Crime, Drama, Thriller",Martin Scorsese,"Robert De Niro, Harvey Keitel, David Proval, Amy Robinson",A small-time hood tries to keep the peace between his friend Johnny and Johnny's creditors.,123,2015,70,131091,10.14
4566,Michael Clayton,"Crime, Drama, Mystery",Tony Gilroy,"George Clooney, Tilda Swinton, Tom Wilkinson, Michael O'Keefe","A law firm brings in its ""fixer"" to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multibillion-dollar class action suit.",134,2009,74,162890,37.49
13008,Murder on the Orient Express,"Crime, Drama, Mystery",Sidney Lumet,"Albert Finney, Lauren Bacall, Ingrid Bergman, Sean Connery","In December 1935, when his transcontinental luxury train is stranded by deep snow, detective Hercule Poirot is called on to solve a murder that occurred in his car the night before, with a multitude of suspects.",107,1986,49,13885,38.5
11536,The Misfits,"Drama, Romance, Western",John Huston,"Clark Gable, Marilyn Monroe, Montgomery Clift, Thelma Ritter",A divorcée falls for an over-the-hill cowboy who is struggling to maintain his romantically independent lifestyle.,122,2006,41,101332,6.86
11177,Death on the Nile,"Crime, Drama, Mystery",John Guillermin,"Peter Ustinov, Mia Farrow, Simon MacCorkindale, Jane Birkin","As Hercule Poirot enjoys a luxurious cruise down the Nile, a newlywed heiress is found murdered on board. Can Poirot identify the killer before the ship reaches the end of its journey?",107,1986,49,13885,38.5
,A River Runs Through It,Drama,Robert Redford,"Craig Sheffer, Brad Pitt, Tom Skerritt, Brenda Blethyn","Two sons of a stern minister - one reserved, one rebellious - grow up in rural 1920s Montana while devoted to fly fishing.",122,2006,41,101332,6.86
11975,The Rainmaker,"Crime, Drama, Thriller",Francis Ford Coppola,"Matt Damon, Danny DeVito, Claire Danes, Jon Voight",An underdog lawyer takes on a fraudulent insurance company.,81,2005,82,84833,7.36
,Bitter Moon,"Drama, Romance, Thriller",Roman Polanski,"Hugh Grant, Kristin Scott Thomas, Emmanuelle Seigner, Peter Coyote","After hearing stories of her, a passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.",103,1999,83,99474,14.88
49444,Kung Fu Panda 2,"Animation, Action, Adventure",Jennifer Yuh Nelson,"Jack Black, Angelina Jolie, Jackie Chan, Dustin Hoffman","Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",101,1989,82,38404,4.73
1412,"Sex, Lies, and Videotape",Drama,Steven Soderbergh,"James Spader, Andie MacDowell, Peter Gallagher, Laura San Giacomo",A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,122,2014,55,85122,54.24
10218,Swingers,"Comedy, Drama",Doug Liman,"Vince Vaughn, Heather Graham, Jon Favreau, Ron Livingston","A wannabe actor has a hard time moving on from a break-up, but he is lucky to have supportive friends.",143,2017,77,54375,16.79
,Fences,Drama,Denzel Washington,"Denzel Washington, Viola Davis, Stephen McKinley Henderson, Jovan Adepo","A working-class African-American father tries to raise his family in the 1950s, while coming to terms with the events of his life.",92,1983,76,11113,8.44
,Only Lovers Left Alive,"Comedy, Drama, Fantasy",Jim Jarmusch,"Tilda Swinton, Tom Hiddleston, Mia Wasikowska, John Hurt","A depressed musician reunites with his lover. Though their romance, which has already endured several centuries, is disrupted by the arrival of her uncontrollable younger sister.",133,2019,49,17902,10.21
308639,Dope,"Adventure, Comedy, Crime",Rick Famuyiwa,"Shameik Moore, Tony Revolori, Kiersey Clemons, Kimberly Elise","Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.",92,2011,59,47591,16.94
6145,Muriel's Wedding,"Comedy, Drama",P.J. Hogan,"Toni Collette, Rachel Griffiths, Bill Hunter, Sophie Lee","A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",116,1956,59,20725,10.4
,The Transformers: The Movie,"Animation, Action, Adventure",Nelson Shin,"Orson Welles, Robert Stack, Leonard Nimoy, Norman Alden","The Autobots must stop a colossal planet consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.",104,1963,69,29321,4.58
635,The Report,"Biography, Crime, Drama",Scott Z. Burns,"Adam Driver, Annette Bening, Jon Hamm, Ted Levine","Idealistic Senate staffer Daniel J. Jones, tasked by his boss to lead an investigation into the CIA's post 9/11 Detention and Interrogation Program, uncovers shocking secrets.",96,2011,78,91724,5.36
9820,Wish Dragon,"Animation, Adventure, Comedy",Chris Appelhans,"Jimmy Wong, John Cho, Constance Wu, Natasha Liu Bordizzo",Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,145,2000,67,60262,34.59
19186,Sleeping Beauty,"Animation, Adventure, Family",Les Clark,"Clyde Geronimi, Eric Larson, Wolfgang Reitherman, Hamilton Luske, Mary Costa, Bill Shirley, Eleanor Audley, Verna Felton","After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies.",112,1979,64,11749,0.01
8848,The Bank Job,"Crime, Drama, Thriller",Roger Donaldson,"Jason Statham, Saffron Burrows, Stephen Campbell Moore, Daniel Mays",Martine offers Terry a lead on a foolproof bank hit on London's Baker Street. She targets a roomful of safe deposit boxes worth millions in cash and jewelry along with a treasure trove of dirty secrets.,119,1986,56,22285,2
10876,Quills,"Biography, Drama",Philip Kaufman,"Geoffrey Rush, Kate Winslet, Joaquin Phoenix, Michael Caine","In a Napoleonic era insane asylum, an inmate, the irrepressible Marquis De Sade, fights a battle of wills against a tyrannically prudish doctor.",100,2013,64,31862,10.73
9918,Glory Road,"Biography, Drama, Sport",James Gartner,"Josh Lucas, Derek Luke, Austin Nichols, Jon Voight","In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",116,2003,61,133863,36.91
9023,Spirit: Stallion of the Cimarron,"Animation, Adventure, Drama",Kelly Asbury,"Lorna Cook, Matt Damon, James Cromwell, Daniel Studi, Chopper Bernet","A wild stallion is captured by humans and slowly loses the will to resist training, yet, throughout his struggles for freedom, the stallion refuses to let go of the hope of one day returning home to his herd.",124,2019,57,47591,16.94
,La Cage aux folles,Comedy,Édouard Molinaro,"Ugo Tognazzi, Michel Serrault, Claire Maurier, Rémi Laurent","The manager of a Saint-Tropez nightclub featuring drag entertainment, and his star attraction, are a gay couple. Madness ensues when his straight son brings home a fiancée and her ultra-conservative parents to meet them.",118,2006,49,19606,3.44
8764,Animal Kingdom,"Crime, Drama, Thriller",David Michôd,"James Frecheville, Guy Pearce, Joel Edgerton, Bryce Lindemann",A seventeen-year-old navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.,103,1988,77,21066,13.99
,Anthropoid,"Action, Biography, Drama",Sean Ellis,"Jamie Dornan, Cillian Murphy, Brian Caspe, Karel Hermánek Jr.","Based on the extraordinary true story of Operation Anthropoid, the WWII mission to assassinate SS General Reinhard Heydrich, the main architect behind the Final Solution and the Reich's third in command after Hitler and Himmler.",99,1991,73,17448,2.85
13416,In the Line of Fire,"Action, Crime, Drama",Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott","Secret Service agent Frank Horrigan couldn't save Kennedy, but he's determined not to let a clever assassin take out this president.",100,2009,85,135962,12.57
942,Vanishing Point,"Action, Crime, Thriller",Richard C. Sarafian,"Barry Newman, Cleavon Little, Charlotte Rampling, Dean Jagger","During the 1970s, car delivery driver Kowalski delivers hot rods in record time but always runs into trouble with the highway cops.",69,1942,91,147086,102.8
11336,The Dead Zone,"Drama, Horror, Sci-Fi",David Cronenberg,"Christopher Walken, Brooke Adams, Tom Skerritt, Herbert Lom",A man awakens from a coma to discover he has a psychic ability.,106,1973,64,28261,24.48
,Turist,"Comedy, Drama",Ruben Östlund,"Johannes Kuhnke, Lisa Loven Kongsli, Clara Wettergren, Vincent Wettergren",A family vacationing in the French Alps is confronted with a devastating avalanche.,100,1981,79,22974,20.96
2255,Chasing Amy,"Comedy, Drama, Romance",Kevin Smith,"Ben Affleck, Joey Lauren Adams, Ethan Suplee, Scott Mosier","Holden and Banky are comic book artists. Everything's going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",97,2016,55,47591,16.94
9654,The Italian Job,"Action, Comedy, Crime",Peter Collinson,"Michael Caine, Noël Coward, Benny Hill, Raf Vallone",A comic caper movie about a plan to steal a gold shipment from the streets of Turin by creating a traffic jam.,120,2006,77,108157,5.49
180863,Honey Boy,Drama,Alma Har'el,"Shia LaBeouf, Lucas Hedges, Noah Jupe, Byron Bowers",A young actor's stormy childhood and early adult years as he struggles to reconcile with his father and deal with his mental health.,110,1996,72,41908,0
173,"20,000 Leagues Under the Sea","Adventure, Drama, Family",Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",115,2010,59,47591,16.94
,The Man Who Knew Infinity,"Biography, Drama",Matt Brown,"Dev Patel, Jeremy Irons, Malcolm Sinclair, Raghuvir Joshi","The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.",89,1994,67,63530,2.88
281,Calamity Jane,"Musical, Romance, Western",David Butler,"Doris Day, Howard Keel, Allyn Ann McLerie, Philip Carey","The story of Calamity Jane, her saloon, and her romance with Wild Bill Hickok.",116,2005,68,41649,22.2
9430,Go,"Comedy, Crime",Doug Liman,"Sarah Polley, Jay Mohr, Scott Wolf, Taye Diggs",The aftermath of a drug deal as told from three different points of view.,95,2020,58,47591,16.94
11509,Silverado,"Action, Crime, Drama",Lawrence Kasdan,"Kevin Kline, Scott Glenn, Kevin Costner, Danny Glover",A misfit bunch of friends comes together to right the injustices which exist in a small town.,119,2016,83,46826,5.66
,Beurokeo,"Comedy, Crime, Drama",Kore-eda Hirokazu,"Song Kang-ho, Gang Dong-won, Bae Doona, Ji-eun Lee","When a young mother reconsiders abandoning her baby, she discovers a scheme selling foundlings for adoption.",136,2000,62,87543,66.4
,The Fox and the Hound,"Animation, Adventure, Drama",Ted Berman,"Richard Rich, Art Stevens, David Hand, Wolfgang Reitherman, Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson","A fox named Tod and a hound named Copper vow to be best friends forever. But as Copper grows into a hunting dog, their unlikely friendship faces the ultimate test.",92,1999,91,12766,0.25
10647,Pay It Forward,Drama,Mimi Leder,"Kevin Spacey, Haley Joel Osment, Helen Hunt, Jay Mohr",A young boy attempts to make the world a better place after his teacher gives him that chance.,110,2018,30,16926,83.48
,A Dog's Purpose,"Adventure, Comedy, Drama",Lasse Hallström,"Josh Gad, Dennis Quaid, Peggy Lipton, Bryce Gheisar",A dog looks to discover his purpose in life over the course of several lifetimes and owners.,143,1995,59,40577,82.57
,The Changeling,"Horror, Mystery",Peter Medak,"George C. Scott, Trish Van Devere, Melvyn Douglas, Jean Marsh","After the death of his wife and daughter in a car crash, a music professor staying at a long-vacant Seattle mansion is dragged into a decades-old mystery by an inexplicable presence in the mansion's attic.",107,2002,84,47614,15.85
,Stuck in Love,"Comedy, Drama, Romance",Josh Boone,"Greg Kinnear, Jennifer Connelly, Lily Collins, Nat Wolff","An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year.",93,1998,77,24559,0.05
4176,Ringu,"Horror, Mystery",Hideo Nakata,"Nanako Matsushima, Miki Nakatani, Yûko Takeuchi, Hitomi Satô",A reporter and her ex-husband investigate a cursed video tape that is rumored to kill the viewer seven days after watching it.,107,2021,59,47591,16.94
392044,Lee Daniels' the Butler,"Biography, Drama",Lee Daniels,"Forest Whitaker, Oprah Winfrey, John Cusack, Jane Fonda","As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society.",118,2017,66,25231,10.05
14736,Love & Basketball,"Drama, Romance, Sport",Gina Prince-Bythewood,"Sanaa Lathan, Omar Epps, Glenndon Chatman, Jess Willard",Monica and Quincy love and play basketball together through many life challenges from childhood to adulthood.,120,2006,64,66283,81.61
4192,J'accuse,"Drama, History, Thriller",Roman Polanski,"Louis Garrel, Christophe Maratier, Pierre Poirot, Stéfan Godin","In 1894, French Captain Alfred Dreyfus is wrongfully convicted of treason and sentenced to life imprisonment at Devil's island.",117,2005,84,82058,3.63
505026,Christopher Robin,"Adventure, Comedy, Drama",Marc Forster,"Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss","A working-class family man, Christopher Robin, encounters his childhood friend Winnie-the-Pooh, who helps him to rediscover the joys of life.",170,2001,59,47591,16.94
