id,MovieName,Genre,Directors,Stars,Overviews,Watch_time,Year_of_Release,Meta_Score,Votes,Gross_Collection(M$)
52015,Stake Land,"Drama, Horror, Sci-Fi",Jim Mickle,"Connor Paolo, Nick Damici, Kelly McGillis, Gregory Jones","In a world of vampires, an expert vampire hunter and his young protégé travel toward sanctuary.",106,2010,65,49919,3.57
10479,Crying Freeman,"Action, Crime, Thriller",Christophe Gans,"Julie Condra, Kevan Ohtsji, Mark Dacascos, Debbie Podowski",A woman sees an assassin outside San Francisco killing yakuza men and later in Vancouver. She's been told that he leaves no witness. Will she be his next victim or...?,126,2006,62,35075,14.42
,Shining Through,"Drama, Romance, Thriller",David Seltzer,"Michael Douglas, Melanie Griffith, Liam Neeson, Joely Richardson",An American woman of Irish and Jewish-German parentage goes undercover in Nazi Germany.,86,2021,61,47591,16.94
309242,Goliyon Ki Rasleela Ram-Leela,"Drama, Musical, Romance",Sanjay Leela Bhansali,"Ranveer Singh, Deepika Padukone, Supriya Pathak, Sharad Kelkar","Modern adaptation of William Shakespeare's 'Romeo and Juliet' with an Indian twist, the film focuses on the story of Ram and Leela, their love, lust and the drama afterwards.",89,2016,67,41689,0.02
2990,Just Before I Go,"Comedy, Drama",Courteney Cox,"Seann William Scott, Olivia Thirlby, Garret Dillahunt, Kate Walsh","On the verge of giving up on life, a guy travels to his hometown to make amends.",137,2011,59,130581,37.31
,Ain't Them Bodies Saints,"Crime, Drama, Romance",David Lowery,"Rooney Mara, Casey Affleck, Ben Foster, Nate Parker",The tale of an outlaw who escapes from prison and sets out across the Texas hills to reunite with his wife and the daughter he has never met.,104,1990,47,37441,44.14
15158,Phantasm II,"Action, Fantasy, Horror",Don Coscarelli,"James Le Gros, Reggie Bannister, Angus Scrimm, Paula Irvine","Mike, now released from a psychiatric hospital, meets with Reggie, and discover his dreams ( the events of the original film) are real, and they both journey to find and stop the evil Tall Man from his grim work.",94,2019,65,47591,16.94
9972,Extra Ordinary,"Comedy, Fantasy, Horror",Mike Ahern,"Enda Loughman, Maeve Higgins, Barry Ward, Will Forte, Claudia O'Doherty","Rose, a mostly sweet and lonely Irish driving instructor, must use her supernatural talents to save the daughter of Martin (also mostly sweet and lonely) from a washed-up rock star who is using her in a Satanic pact to reignite his fame.",102,2022,49,47591,16.94
465136,Mr. Destiny,"Comedy, Fantasy, Romance",James Orr,"Jim Belushi, Linda Hamilton, Michael Caine, Jon Lovitz","Unhappy Larry Burrows sees what his life could've been like, had he made that winning home run as a teenager.",116,2020,41,47591,16.94
,Leaves of Grass,"Comedy, Crime, Drama",Tim Blake Nelson,"Edward Norton, Keri Russell, Henry Max Nelson, Lucy DeVito","An Ivy League professor is lured back to his Oklahoma hometown, where his twin brother, a small-time pot grower, has concocted a scheme to take down a local drug lord.",94,2004,60,102791,32
14655,Soul Men,"Comedy, Drama, Music",Malcolm D. Lee,"Samuel L. Jackson, Bernie Mac, Sharon Leal, Adam Herschman","Though it's been about twenty years since they have spoken with one another, two estranged soul-singing legends agree to participate in a reunion performance at the Apollo Theater to honor their recently deceased band leader.",92,2009,44,163275,45.8
15050,Baiohazado: Damuneshon,"Animation, Action, Horror",Makoto Kamiya,"Matthew Mercer, Dave Wittenberg, Wendee Lee, Val Tasso",Special Agent Leon S.Kennedy goes against his superior's orders and works to destroy a series of biological weapons being used in a war zone in Europe.,130,2000,73,83395,90.46
,Alpeis,Drama,Yorgos Lanthimos,"Stavros Psyllakis, Aris Servetalis, Johnny Vekris, Ariane Labed",A group of people start a business where they impersonate the recently deceased in order to help their clients through the grieving process.,105,2009,35,57080,33.39
8988,Stop-Loss,"Drama, War",Kimberly Peirce,"Ryan Phillippe, Abbie Cornish, Joseph Gordon-Levitt, Rob Brown","A veteran soldier returns from his completed tour of duty in Iraq, only to find his life turned upside down when he is arbitrarily ordered to return to field duty by the Army.",92,1981,40,95321,25.53
11338,Tarantula,"Horror, Sci-Fi",Jack Arnold,"John Agar, Mara Corday, Leo G. Carroll, Nestor Paiva",A spider escapes from an isolated Arizona desert laboratory experimenting in giantism and grows to tremendous size as it wreaks havoc on the local inhabitants.,80,2005,45,63543,51.39
541305,Charlotte Gray,"Drama, Romance, Thriller",Gillian Armstrong,"Cate Blanchett, James Fleet, Abigail Cruttenden, Charlotte McDougall",A young Scottish woman joins the French Resistance during World War II to rescue her Royal Air Force boyfriend who is lost in France.,115,2010,39,134988,53.37
,Ideal Home,"Comedy, Drama",Andrew Fleming,"Steve Coogan, Paul Rudd, Jesse Luken, Evan Bittencourt",A bickering gay couple must suddenly deal with the unexpected task of raising a 10-year-old boy.,102,1990,40,24615,8.86
9839,Beyond Borders,"Adventure, Drama, Romance",Martin Campbell,"Clive Owen, Angelina Jolie, Linus Roache, Teri Polo",The world's cruelty is confronted with the love of two different people who try to save humanity from poverty and war.,115,1990,63,21337,27.73
606234,Pretty Persuasion,"Comedy, Drama",Marcos Siega,"Evan Rachel Wood, Ron Livingston, James Woods, David Wagner",A 15-year-old girl incites chaos among her friends and a media frenzy when she accuses her drama teacher of sexual harassment.,117,2014,51,24286,0.55
507,Killing Zoe,"Crime, Thriller",Roger Avary,"Eric Stoltz, Julie Delpy, Martin Raymond, Eric Pascal Chaltiel","The cab driver sets American Zed up with Zoe in his Paris hotel. Despite FFR1000 charged, she's an art student with day jobs e.g. bank. Safecracker Zed meets his junkie friend after 11 years to rob a bank.",104,1996,56,20937,11.11
,Kid Cannabis,"Biography, Comedy, Crime",John Stockwell,"Jonathan Daniel Brown, Kenny Wormald, Aaron Yoo, Ron Perlman",An eighteen year old high school drop out and his twenty-seven year old friend start trafficking marijuana across the border of Canada in order to make money and their lives are changed forever.,154,2020,82,47591,16.94
7870,Down in the Valley,"Drama, Romance, Thriller",David Jacobson,"Edward Norton, Evan Rachel Wood, David Morse, Rory Culkin","Set in the present-day San Fernando Valley, the project revolves around a delusional man who believes he's a cowboy and the relationship that he starts with a rebellious young woman.",126,1976,65,11259,14
12710,Irreplaceable You,"Comedy, Drama, Romance",Stephanie Laing,"Gugu Mbatha-Raw, Michiel Huisman, Steve Coogan, Timothy Simons",A man and a woman who have known each other since age 8 are destined to be together until death does them part.,120,2009,45,59708,0.69
296100,Errementari,"Adventure, Fantasy, Horror",Paul Urkijo Alijo,"Kandido Uranga, Uma Bracaglia, Eneko Sagardoy, Ramón Agirre",A quiet village is thrown into turmoil upon disturbing a reclusive and feared blacksmith rumored to be in league with the devil.,123,2016,59,77956,24.25
560044,Baiohazâdo: Dijenerêshon,"Animation, Action, Horror",Makoto Kamiya,"Paul Mercier, Alyson Court, Laura Bailey, Roger Craig Smith","Leon S. Kennedy and Claire Redfield must battle a rogue warrior seeking revenge after unleashing the deadly G-Virus, whilst a mutated monster goes on a rampage.",100,1990,76,15876,26.39
253626,Good Kill,"Drama, Thriller, War",Andrew Niccol,"Ethan Hawke, January Jones, Zoë Kravitz, Fatima El Bahraouy",A family man begins to question the ethics of his job as a drone pilot.,137,2003,55,37091,26.9
48138,Unknown,"Crime, Drama, Mystery",Simon Brand,"Jim Caviezel, Greg Kinnear, Bridget Moynahan, Joe Pantoliano",Five men wake up in a locked-down warehouse with no memory of who they are. They are forced to figure out who is good and who is bad to stay alive.,108,2017,55,47591,16.94
,New Kids Turbo,"Action, Comedy",Steffen Haars,"Flip Van der Kuil, Huub Smit, Tim Haars, Wesley van Gaalen, Steffen Haars",Five friends from 'Maaskantje' are getting fired because of the economic crisis. They decide that they won't pay for anything anymore.,105,1966,71,47591,16.94
153158,Metegol,"Animation, Adventure, Comedy",Juan José Campanella,"Gabriel Almirón, Federico Cecere, Ezequiel Cipols, Luciana Falcón",A young man named Amadeo sets off on an unexpected adventure with the players of his beloved Foosball game.,104,2014,87,13694,0.03
,Dnevnoy dozor,"Action, Fantasy, Horror",Timur Bekmambetov,"Konstantin Khabenskiy, Mariya Poroshina, Vladimir Menshov, Galina Tyunina","A man who serves in the war between the forces of Light and Dark comes into possession of a device that can restore life to Moscow, which was nearly destroyed by an apocalyptic event.",102,1990,78,21164,21.46
467632,Elvis & Nixon,"Comedy, History",Liza Johnson,"Michael Shannon, Kevin Spacey, Alex Pettyfer, Johnny Knoxville","The untold true story behind the meeting between Elvis Presley, the King of Rock 'n Roll, and President Richard Nixon, resulting in this revealing, yet humorous moment immortalized in the most requested photograph in the National Archives.",123,2012,51,48710,91.55
,Evening,"Drama, Romance",Lajos Koltai,"Vanessa Redgrave, Toni Collette, Claire Danes, Patrick Wilson","A drama exploring the romantic past and emotional present of Ann Lord (Vanessa Redgrave) and her daughters, Constance Haverford (Natasha Richardson) and Nina Mars (Toni Collette). As Ann lays dying, she remembers, and is moved to convey to her daughters, the defining moments in her life fifty years ago, when she was a young woman. Harris Arden (Patrick Wilson) is the man Ann loves in the 1950s ...                ",109,2019,51,23198,9.2
,Las brujas de Zugarramurdi,"Action, Adventure, Comedy",Álex de la Iglesia,"Hugo Silva, Mario Casas, Pepón Nieto, Carolina Bang","A gang of armed robbers finds a safe haven in a secluded village crammed with witches--only to encounter the bizarre, the unexpected, and the occult. Can they save themselves, and the rest of the world from the next witch apocalypse?",89,1997,52,107525,45.32
,The Addiction,"Drama, Horror",Abel Ferrara,"Lili Taylor, Christopher Walken, Annabella Sciorra, Edie Falco","A New York philosophy grad student turns into a vampire after getting bitten by one, and then tries to come to terms with her new lifestyle and frequent craving for human blood.",97,1994,57,124532,144.83
17494,Rogue Trader,"Crime, Drama, History",James Dearden,"Ewan McGregor, Anna Friel, Cristian Solimeno, Lorna Pegler","The story of Nick Leeson, an ambitious investment broker who singlehandedly bankrupted one of the oldest and most important banks in Britain.",107,1993,52,26129,46.04
11503,Human Nature,"Comedy, Drama",Michel Gondry,"Tim Robbins, Patricia Arquette, Rhys Ifans, Ken Magee","A woman is in love with a man in love with another woman, and all three have designs on a young man raised as an ape.",112,2018,44,16615,0.57
172803,Largo Winch,"Action, Thriller",Jérôme Salle,"Tomer Sisley, Kristin Scott Thomas, Predrag 'Miki' Manojlovic, Mélanie Thierry","After a powerful billionaire is murdered, his secret adoptive son must race to prove his legitimacy, find his father's killers, and stop them from taking over his financial empire.",112,2005,57,55288,11.29
17689,Seong lung wui,"Action, Comedy",Ringo Lam,"Hark Tsui, Jackie Chan, Maggie Cheung, Teddy Robin Kwan, James Wong","Identical twins are separated at birth, one becoming a streetwise mechanic, and the other an acclaimed classical concert conductor. Finally meeting in adulthood, they each become mistaken for the other and entangled in each other's world.",118,2012,66,44649,0.08
5289,Yi ge ren de wu lin,"Action, Crime, Thriller",Teddy Chan,"Donnie Yen, Baoqiang Wang, Charlie Yeung, Bing Bai","A martial arts instructor from the police force gets imprisoned after killing a man by accident. But when a vicious killer starts targeting martial arts masters, the instructor offers to help the police in return for his freedom.",97,1999,71,71985,66.38
586451,The Odd Couple II,"Adventure, Comedy",Howard Deutch,"Jack Lemmon, Walter Matthau, Richard Riehle, Jonathan Silverman",Oscar and Felix take a road trip to their son and daughter's wedding.,104,2010,56,19369,26.16
524216,Miles Ahead,"Biography, Drama, Music",Don Cheadle,"Don Cheadle, Emayatzy Corinealdi, Ewan McGregor, Michael Stuhlbarg",An exploration of the life and music of Miles Davis.,87,2006,62,17269,58.64
484641,Nativity!,"Comedy, Family",Debbie Isitt,"Martin Freeman, Marc Wootton, Jason Watkins, Ashley Jensen",An uptight but secretly heartbroken primary school teacher's little white lie about Hollywood coming to see his class' nativity play grows like wildfire in his rag-tag school low on self-esteem.,83,1994,63,107197,51.13
227700,Avalon,"Action, Drama, Fantasy",Mamoru Oshii,"Malgorzata Foremniak, Wladyslaw Kowalski, Jerzy Gudejko, Dariusz Biskupski","In a dystopian world, a woman spends her time playing an illegal and dangerous game, hoping to find meaning in her world.",98,2016,55,101974,41.01
759902,Krrish,"Action, Adventure, Sci-Fi",Rakesh Roshan,"Hrithik Roshan, Priyanka Chopra Jonas, Rekha, Naseeruddin Shah","Krishna is forced by circumstances to use his superpowers and become the masked superhero Krrish, before getting drawn towards his lost legacy.",108,1985,60,15914,40.5
3101,The Great Buck Howard,"Adventure, Comedy, Drama",Sean McGinly,"Colin Hanks, John Malkovich, Tom Hanks, Emily Blunt","A young man, much to the chagrin of his father, becomes the new assistant to an illusionist in decline.",109,1991,47,32970,23.56
674944,Extracted,"Drama, Sci-Fi",Nir Paniry,"Sasha Roiz, Jenny Mollen, Dominic Bogart, Richard Riehle","A scientist who has invented a technology to construct virtual realities from people's memories finds himself in a perilous situation, after he reluctantly allows it to be used for a purpose he never imagined.",91,1987,52,47591,16.94
301355,Melinda and Melinda,"Comedy, Drama, Romance",Woody Allen,"Will Ferrell, Vinessa Shaw, Chiwetel Ejiofor, Wallace Shawn","Two alternating stories, one comedy and the other tragedy, about Melinda's attempts to straighten out her life.",129,2010,56,93904,32.75
8141,You Kill Me,"Comedy, Crime, Romance",John Dahl,"Ben Kingsley, Téa Leoni, Luke Wilson, Dennis Farina","While drying out on the West Coast, an alcoholic hitman befriends a tart-tongued woman who might just come in handy when it's time for him to return to Buffalo and settle some old scores.",99,2015,53,47591,16.94
390061,Paheli,"Comedy, Drama, Fantasy",Amol Palekar,"Shah Rukh Khan, Rani Mukerji, Anupam Kher, Naseeruddin Shah",A folk tale - supernatural love story about a ghost who falls in love with a newlywed woman.,112,1993,51,11021,23
,Redirected,"Action, Comedy, Crime",Emilis Velyvis,"Vinnie Jones, Scot Williams, Gil Darnell, Oliver Jackson",Three friends try to make money and invite another friend in on a plot.,99,2015,53,47591,16.94
,Being Flynn,Drama,Paul Weitz,"Paul Dano, Robert De Niro, Julianne Moore, Olivia Thirlby","Working in a Boston homeless shelter, Nick Flynn re-encounters his father, a con man and self-proclaimed poet. Sensing trouble in his own life, Nick wrestles with the notion of reaching out yet again to his dad.",112,1993,51,11021,23
296360,Vidocq,"Action, Crime, Fantasy",Pitof,"Gérard Depardieu, Guillaume Canet, Inés Sastre, André Dussollier","Paris, 1830: Vidocq is killed by a mirror masked man. A thief turned investigator, he was working on a case of men killed by lightning. His biographer tries to solve the case.",121,2008,45,73872,3.07
302156,Criminal,"Comedy, Crime, Drama",Gregory Jacobs,"John C. Reilly, Diego Luna, Maggie Gyllenhaal, Peter Mullan",Two con artists try to swindle a currency collector by selling him a counterfeit copy of an extremely rare currency bill.,91,2012,66,115940,20.28
340487,Juan de los muertos,"Action, Comedy, Horror",Alejandro Brugués,"Alexis Díaz de Villegas, Jorge Molina, Andros Perugorría, Andrea Duro",A group of slackers face an army of zombies. The Cuban government and media claim the living dead are dissidents revolting against the government.,129,1984,68,18692,25.93
,It's a Disaster,"Comedy, Drama",Todd Berger,"Rachel Boston, Laura Adkin, Kevin M. Brennan, David Cross","Four couples meet for Sunday brunch, then discover they are stuck in a house together as the world may be about to end.",98,1982,49,47591,16.94
244264,Ashby,"Comedy, Crime, Drama",Tony McNamara,"Mickey Rourke, Nat Wolff, Emma Roberts, Sarah Silverman","High-school student Ed Wallis enters into a friendship with his neighbor, Ashby, a retired CIA assassin who only has a few months left to live.",108,1968,48,16647,5.09
494974,Cold Souls,"Comedy, Drama, Fantasy",Sophie Barthes,"Paul Giamatti, Emily Watson, Dina Korzun, Armand Schultz","Paul is an actor who feels bogged down by his participation in a production of Chekov's play, Vanya.",111,2013,59,47591,16.94
,Manikarnika: The Queen of Jhansi,"Action, Biography, Drama",Radha Krishna Jagarlamudi,"Kangana Ranaut, Ahmad Harhash, Kangana Ranaut, Danny Denzongpa, Suresh Oberoi","Story of Rani Lakshmibai, one of the leading figures of the Indian Rebellion of 1857, and her resistance to the British Rule.",104,2007,59,104840,50.57
,Rien à déclarer,Comedy,Dany Boon,"Benoît Poelvoorde, Dany Boon, Christel Pedrinelli, Karin Viard",A Belge-Francophobe customs officer is forced to team up with a Frenchman during the elimination of the Franco-Belge borders in the 90s.,92,1974,46,11007,2.46
,Potiche,Comedy,François Ozon,"Catherine Deneuve, Gérard Depardieu, Fabrice Luchini, Karin Viard","A housewife and grandma takes over the family business 1977, after her husband is hurt during a strike.",104,2003,43,22746,1.06
7445,Brothers,"Action, Drama, Sport",Karan Malhotra,"Akshay Kumar, Sidharth Malhotra, Jackie Shroff, Jacqueline Fernandez","After living many years together, two brothers discover that they are not blood related so square off in a mixed martial arts tournament to determine whose blood is stronger.",111,1995,42,16152,0.34
433356,Kyaputen Hârokku,"Animation, Adventure, Sci-Fi",Shinji Aramaki,"Yû Aoi, Jessica Boone, Ayano Fukuda, Arata Furuta","Mankind is dying. Only one man can do anything about it, Space Captain Harlock, but the Gaia Coalition will stop at nothing to end him.",93,2008,54,47591,16.94
,Henry Poole Is Here,"Comedy, Drama",Mark Pellington,"Luke Wilson, Radha Mitchell, George Lopez, Adriana Barraza","Henry Poole moves in to a house in his old neighborhood, to spend what he believes are his remaining days alone. The discovery of a ""miracle"" by a nosy neighbor ruptures his solitude and restores his faith in life.",104,2014,50,47591,16.94
,Ajab Prem Ki Ghazab Kahani,"Action, Comedy, Musical",Rajkumar Santoshi,"Ranbir Kapoor, Katrina Kaif, Darshan Jariwala, Smita Jaykar","The wacky adventures of a young man who is willing to sacrifice his own love to insure the happiness of others, even trying to get the girl of his dreams married to the guy of her dreams.",79,1994,42,13977,4.35
,Karakomik Filmler: 2 Arada,"Comedy, Drama",Cem Yilmaz,"Cem Yilmaz, Cemre Ebuzziya, Ozan Güven, Zafer Algöz","Metin Arici who has been working as a staff for a ferry in Istanbul for a long time, also has been living in the same vehicle for 6 years. An interviewer visits them one day to evaluate how...                ",114,2008,57,139250,38.09
,Ritânâ,"Action, Adventure, Sci-Fi",Takashi Yamazaki,"Takeshi Kaneshiro, Anne Suzuki, Gorô Kishitani, Kirin Kiki",A young woman from the future forces a local gunman to help her stop an impending alien invasion which will wipe out the human race.,93,2010,50,49610,0.1
,Don't Worry Darling,"Drama, Thriller",Olivia Wilde,"Florence Pugh, Harry Styles, Chris Pine, Olivia Wilde","While her husband leaves home everyday to work in a top secret facility, a young 1950s housewife begins to question her life when she notices strange behavior from the other wives in the neighborhood.",260,1965,59,11043,15.47
432301,Nefarious,"Horror, Thriller",Chuck Konzelman,"Cary Solomon, Sean Patrick Flanery, Jordan Belfi, Tom Ohmer, James Healy Jr.","On the day of his scheduled execution, a convicted serial killer gets a psychiatric evaluation during which he claims he is a demon, and further claims that before their time is over, the psychiatrist will commit three murders of his own.",75,1991,59,27137,22.17
242022,Operation Fortune: Ruse de Guerre,"Action, Comedy, Thriller",Guy Ritchie,"Jason Statham, Aubrey Plaza, Cary Elwes, Hugh Grant",Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,110,2018,69,23409,5.02
539651,Girl in the Basement,"Crime, Thriller",Elisabeth Röhm,"Judd Nelson, Stefanie Scott, Joely Fisher, Emma Myers","Sarah is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don. But before she could even blow out the candles, Don imprisons her in the basement of their home.",130,2005,60,63539,32.88
841,Dune,"Action, Adventure, Sci-Fi",David Lynch,"Kyle MacLachlan, Virginia Madsen, Francesca Annis, Leonardo Cimino",A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis to free their desert world from the emperor's rule.,132,2002,49,34762,18.31
4232,Scream,"Horror, Mystery, Thriller",Matt Bettinelli-Olpin,"Tyler Gillett, Neve Campbell, Courteney Cox, David Arquette, Melissa Barrera","25 years after a streak of brutal murders shocked the quiet town of Woodsboro, Calif., a new killer dons the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town's deadly past.",123,2001,60,69413,41.58
294652,Black Adam,"Action, Adventure, Fantasy",Jaume Collet-Serra,"Dwayne Johnson, Aldis Hodge, Pierce Brosnan, Noah Centineo","Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods--and imprisoned just as quickly--Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",113,2005,44,111951,34.64
497698,Uncharted,"Action, Adventure",Ruben Fleischer,"Tom Holland, Mark Wahlberg, Antonio Banderas, Sophia Ali","Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor ""Sully"" Sullivan to recover a fortune amassed by Ferdinand Magellan, and lost 500 years ago by the House of Moncada.",91,2005,64,11275,1.41
,Death on the Nile,"Crime, Drama, Mystery",Kenneth Branagh,"Tom Bateman, Annette Bening, Kenneth Branagh, Russell Brand","While on vacation on the Nile, Hercule Poirot must investigate the murder of a young heiress.",109,2016,68,47591,16.94
,Eternals,"Action, Adventure, Fantasy",Chloé Zhao,"Gemma Chan, Richard Madden, Angelina Jolie, Salma Hayek","The saga of the Eternals, a race of immortal beings who lived on Earth and shaped its history and civilizations.",93,2015,37,47591,16.94
37834,Knight and Day,"Action, Adventure, Comedy",James Mangold,"Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà",A young woman gets mixed up with a disgraced spy who is trying to clear his name.,109,2001,66,37990,0.05
,The King's Man,"Action, Adventure, Thriller",Matthew Vaughn,"Ralph Fiennes, Gemma Arterton, Rhys Ifans, Harris Dickinson","In the early years of the 20th century, the Kingsman agency is formed to stand against a cabal plotting a war to wipe out millions.",93,2015,37,47591,16.94
,Ocean's Eight,"Action, Comedy, Crime",Gary Ross,"Sandra Bullock, Cate Blanchett, Anne Hathaway, Mindy Kaling",Debbie Ocean gathers an all-female crew to attempt an impossible heist at New York City's annual Met Gala.,109,2001,66,37990,0.05
559,Spider-Man 3,"Action, Adventure, Sci-Fi",Sam Raimi,"Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church","A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.nerdy high school student Peter Parker is endowed with amazing powers.After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.",112,2005,59,11872,0.71
152795,Red Notice,"Action, Comedy, Thriller",Rawson Marshall Thurber,"Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya",An Interpol agent successfully tracks down the world's most wanted art thief with help from a rival thief. But nothing is as it seems as a series of double-crosses ensues.,98,2011,37,47591,16.94
,The Son,Drama,Florian Zeller,"Vanessa Kirby, Felix Goddard, Max Goddard, Hugh Jackman","Peter has his busy life with new partner Beth and their baby thrown into disarray when his ex-wife Kate turns up with their teenage son, Nicholas.",93,2013,68,51582,0.2
9655,She's the Man,"Comedy, Romance, Sport",Andy Fickman,"Amanda Bynes, Laura Ramsey, Channing Tatum, Vinnie Jones","When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for his school's star soccer player, and soon learns she's not the only one with romantic troubles.",98,2011,37,47591,16.94
296,Terminator 3: Rise of the Machines,"Action, Sci-Fi",Jonathan Mostow,"Arnold Schwarzenegger, Nick Stahl, Kristanna Loken, Claire Danes",A machine from a post-apocalyptic future travels back in time to protect a man and a woman from an advanced robotic assassin to ensure they both survive a nuclear attack.,93,2013,68,51582,0.2
97370,Under the Skin,"Drama, Horror, Mystery",Jonathan Glazer,"Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay, Dougie McConnell","A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery.",96,2017,61,10026,4.08
87101,Terminator Genisys,"Action, Adventure, Sci-Fi",Alan Taylor,"Arnold Schwarzenegger, Jason Clarke, Emilia Clarke, Jai Courtney","When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",112,1994,60,29916,33.68
14881,Billy Madison,Comedy,Tamra Davis,"Adam Sandler, Darren McGavin, Bridgette Wilson-Sampras, Bradley Whitford","In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again.",106,1980,69,47591,16.94
,Watcher,"Drama, Horror, Thriller",Chloe Okuno,"Maika Monroe, Karl Glusman, Burn Gorman, Tudor Petrut","A young American woman moves with her husband to Bucharest, and begins to suspect that a stranger who watches her from the apartment building across the street may be a local serial killer decapitating women.",121,2016,42,181125,34.34
,The Many Saints of Newark,"Crime, Drama",Alan Taylor,"Alessandro Nivola, Leslie Odom Jr., Jon Bernthal, Vera Farmiga","Witness the making of Tony Soprano. The story that reveals the humanity behind Tony's struggles and the influence his family - especially his uncle, Dickie Moltisanti - had over him becoming the most iconic mob boss of all time.",106,1980,69,47591,16.94
471014,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",Adam Wingard,"Alexander Skarsgård, Millie Bobby Brown, Rebecca Hall, Brian Tyree Henry",The epic next chapter in the cinematic Monsterverse pits two of the greatest icons in motion picture history against each other--the fearsome Godzilla and the mighty Kong--with humanity caught in the balance.,121,2016,42,181125,34.34
,The Little Things,"Crime, Drama, Mystery",John Lee Hancock,"Denzel Washington, Rami Malek, Jared Leto, Chris Bauer","Kern County Deputy Sheriff Joe Deacon is sent to Los Angeles for what should have been a quick evidence-gathering assignment. Instead, he becomes embroiled in the search for a serial killer who is terrorizing the city.",150,2011,61,17789,0.05
26170,Do Revenge,Comedy,Jennifer Kaytin Robinson,"Camila Mendes, Maya Hawke, Austin Abrams, Rish Shah",Drea and Eleanor agree to go after one another's bullies.,126,1994,59,22802,50.02
9804,Waterworld,"Action, Adventure, Sci-Fi",Kevin Reynolds,"Kevin Costner, Jeanne Tripplehorn, Dennis Hopper, Tina Majorino","In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",115,1995,61,13525,23.45
276907,Legend,"Adventure, Fantasy, Romance",Ridley Scott,"Tom Cruise, Mia Sara, Tim Curry, David Bennent",A young man must stop the Lord of Darkness from destroying daylight and marrying the woman he loves.,94,1981,71,13813,0.22
503619,The Little Rascals,"Comedy, Family, Romance",Penelope Spheeris,"Travis Tedford, Bug Hall, Brittany Ashton Holmes, Kevin Jamal Woods","Alfalfa is wooing Darla and his ""He-Man-Woman-Hating"" friends attempt to sabotage the relationship.",108,1996,56,47317,46.15
,Look Both Ways,"Comedy, Drama, Romance",Wanuri Kahiu,"Lili Reinhart, Danny Ramirez, Aisha Dee, Jaden Tolliver","On the eve of her college graduation, Natalie's life diverges into parallel realities: one in which she becomes pregnant and remains in her hometown to raise her child and another in which she moves to LA to pursue her dream career.",115,2004,47,58467,74.54
1880,Red Dawn,"Action, Drama, Thriller",John Milius,"Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen","It is the dawn of World War III. In the west mountains of America, a group of teenagers band together to defend their town, and their country, from invading Soviet forces.",136,2021,64,47591,16.94
10544,The Guilty,"Crime, Drama, Thriller",Antoine Fuqua,"Jake Gyllenhaal, Riley Keough, Peter Sarsgaard, Christina Vidal",A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.,92,2013,54,96535,102
,Angry Birds,"Animation, Action, Adventure",Clay Kaytis,"Fergal Reilly, Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph","When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to.",106,1976,73,13330,8.72
1252,Polar,"Action, Thriller",Jonas Åkerlund,"Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Fei Ren","A retiring assassin suddenly finds himself on the receiving end of a hit, contracted by none other than his own employer seeking to cash in on the pensions of aging employees.",85,2003,59,47591,16.94
10096,13 Going on 30,"Comedy, Fantasy, Romance",Gary Winick,"Jennifer Garner, Mark Ruffalo, Judy Greer, Andy Serkis","Jenna Rink makes an unusual wish on her birthday. Miraculously, her wish comes true and the 13-year-old Jenna wakes up the next day as a 30-year-old woman.",113,2017,62,16198,1.33
